notification_type,archived,created_at,tv_show_id,updated_at,active,diffusion,folder_id,notification_offset,tv_show_name,user_id
2,0,2018-10-23 18:48:50,79352,2025-12-06 13:25:51,0,original,,0,Ugly Betty,5449324
2,0,2016-02-24 02:20:05,79773,2025-12-06 13:25:51,1,original,,0,Skins,5449324
2,0,2018-12-26 21:40:20,79896,2025-12-06 13:25:51,0,original,,0,"Go, Diego, Go!",5449324
2,0,2019-07-01 18:38:43,80379,2025-12-06 13:25:51,0,original,,0,The Big Bang Theory,5449324
2,0,2017-05-15 17:00:32,80534,2025-12-06 13:25:51,0,original,,0,Happy Tree Friends,5449324
2,1,2017-05-18 21:59:34,80726,2025-12-06 13:25:51,1,original,,0,Wizards of Waverly Place,5449324
2,0,2016-10-01 18:31:25,80741,2025-12-06 13:25:51,1,original,,0,Le cœur a ses raisons,5449324
2,0,2016-02-11 18:47:07,80977,2025-12-06 13:25:51,1,original,,0,"Don't Do This, Don't Do That",5449324
2,1,2020-09-01 15:53:51,81061,2025-12-06 13:25:51,1,original,,0,H2O: Just Add Water,5449324
2,0,2018-10-23 18:48:25,81189,2025-12-06 13:25:51,0,original,,0,Breaking Bad,5449324
2,1,2020-04-06 22:30:52,81848,2025-12-06 13:25:51,1,original,,0,Phineas and Ferb,5449324
2,1,2017-02-11 20:39:57,82956,2025-12-06 13:25:51,1,original,,0,Oggy and the Cockroaches,5449324
2,0,2019-06-30 13:17:23,83610,2025-12-06 13:25:51,1,original,,0,Glee,5449324
2,0,2018-10-23 18:37:45,85002,2025-12-06 13:25:51,0,original,,0,RuPaul's Drag Race,5449324
2,1,2017-08-30 11:53:47,85329,2025-12-06 13:25:51,1,original,,0,Dinosaur King,5449324
2,0,2016-11-28 17:27:51,95011,2025-12-06 13:25:51,0,original,,0,Modern Family,5449324
2,1,2016-02-23 02:37:16,95021,2025-12-06 13:25:51,1,original,,0,The Middle,5449324
2,0,2018-10-26 21:49:11,95491,2025-12-06 13:25:51,0,original,,0,The Vampire Diaries,5449324
2,0,2019-04-16 22:34:13,95771,2025-12-06 13:25:51,0,original,,0,Drop Dead Diva,5449324
2,1,2017-04-17 17:59:33,100991,2025-12-06 13:25:51,1,original,,0,Titeuf,5449324
2,1,2017-07-18 21:17:45,121361,2025-12-06 13:25:51,1,original,,0,Game of Thrones,5449324
2,0,2016-01-27 15:27:59,124051,2025-12-06 13:25:51,1,original,,0,Misfits,5449324
2,0,2016-02-23 02:39:51,125431,2025-12-06 13:25:51,0,original,,0,Campers in Paradise,5449324
2,0,2018-10-23 18:49:27,143721,2025-12-06 13:25:51,0,original,,0,Pirate Family,5449324
2,1,2018-10-23 18:51:02,144491,2025-12-06 13:25:51,1,original,,0,One Step Forward,5449324
2,1,2018-02-23 17:31:34,145371,2025-12-06 13:25:51,0,original,,0,The Garfield Show,5449324
2,0,2017-06-03 20:29:59,145431,2025-12-06 13:25:51,0,original,,0,Simon's Cat,5449324
2,0,2016-01-17 02:42:12,146711,2025-12-06 13:25:51,1,original,,0,Pretty Little Liars,5449324
2,0,2016-08-25 21:01:10,160661,2025-12-06 13:25:51,1,original,,0,Genie in the House,5449324
2,0,2019-03-10 20:31:00,161511,2025-12-06 13:25:51,0,original,,0,Shameless (US),5449324
2,0,2018-12-25 20:23:30,176941,2025-12-06 13:25:51,0,original,,0,Sherlock,5449324
2,0,2018-10-23 18:48:36,194031,2025-12-06 13:25:51,0,original,,0,Bob's Burgers,5449324
2,0,2016-02-23 02:43:54,196331,2025-12-06 13:25:51,0,original,,0,"Josephine, Guardian Angel",5449324
2,0,2017-02-02 20:50:33,198851,2025-12-06 13:25:51,0,original,,0,Octonauts,5449324
2,0,2019-05-10 19:56:41,210171,2025-12-06 13:25:51,0,original,,0,The Killing (US),5449324
2,0,2016-07-22 00:27:28,225071,2025-12-06 13:25:51,1,original,,0,Ratz,5449324
2,1,2016-09-26 22:00:33,226181,2025-12-06 13:25:51,1,original,,0,Profilage,5449324
2,0,2019-06-22 20:52:19,241361,2025-12-06 13:25:51,0,original,,0,,5449324
2,1,2016-02-23 02:41:45,243011,2025-12-06 13:25:51,1,original,,0,Clem,5449324
2,0,2016-07-22 23:16:18,247952,2025-12-06 13:25:51,0,original,,0,Watch My Chops,5449324
2,1,2016-10-29 16:32:07,248682,2025-12-06 13:25:51,1,original,,0,New Girl,5449324
2,0,2017-06-05 09:39:21,248736,2025-12-06 13:25:51,0,original,,0,Grimm,5449324
2,0,2016-08-05 01:06:30,248812,2025-12-06 13:25:51,1,original,,0,Don't Trust the B---- in Apartment 23,5449324
2,1,2017-04-28 01:38:29,248835,2025-12-06 13:25:51,1,original,,0,Once Upon a Time (2011),5449324
2,0,2017-10-01 14:58:09,248842,2025-12-06 13:25:51,0,original,,0,Suburgatory,5449324
2,1,2016-10-31 04:27:48,248935,2025-12-06 13:25:51,1,original,,0,Touch (2012),5449324
2,0,2017-01-02 00:49:59,248972,2025-12-06 13:25:51,1,original,,0,My Babysitter's a Vampire,5449324
2,0,2019-07-16 00:48:38,249882,2025-12-06 13:25:51,0,original,,0,Awkward.,5449324
2,1,2017-09-02 11:26:13,249896,2025-12-06 13:25:51,1,original,,0,Secret Story,5449324
2,0,2016-01-10 14:02:52,250487,2025-12-06 13:25:51,1,original,,0,American Horror Story,5449324
2,0,2016-11-18 19:57:51,250749,2025-12-06 13:25:51,0,original,,0,3%,5449324
2,0,2016-02-23 02:38:43,250960,2025-12-06 13:25:51,0,original,,0,Secret story,5449324
2,0,2017-11-05 00:45:20,251562,2025-12-06 13:25:51,0,original,,0,Bref.,5449324
2,0,2018-04-30 17:24:14,251740,2025-12-06 13:25:51,0,original,,0,The Minimighty Kids,5449324
2,0,2018-10-23 18:49:57,251889,2025-12-06 13:25:51,0,original,,0,Fresh Meat,5449324
2,0,2016-02-18 22:43:58,253463,2025-12-06 13:25:51,1,original,,0,Black Mirror,5449324
2,1,2017-04-30 15:53:13,253573,2025-12-06 13:25:51,1,original,,0,American Gods,5449324
2,0,2017-08-24 23:35:32,254535,2025-12-06 13:25:51,0,original,,0,Son of God,5449324
2,0,2019-05-10 19:54:59,254854,2025-12-06 13:25:51,0,original,,0,Lilyhammer,5449324
2,0,2020-12-03 21:26:57,255266,2025-12-06 13:25:51,0,original,,0,The Client List,5449324
2,0,2016-01-10 14:03:03,256006,2025-12-06 13:25:51,1,original,,0,Rita,5449324
2,1,2021-08-24 23:21:28,257306,2025-12-06 13:25:51,1,original,,0,Hollywood Girls,5449324
2,0,2018-05-09 21:35:25,257599,2025-12-06 13:25:51,1,original,,0,Shuriken School,5449324
2,0,2017-06-29 21:14:40,257655,2025-12-06 13:25:51,0,original,,0,Arrow,5449324
2,0,2018-07-17 23:38:03,258979,2025-12-06 13:25:51,0,original,,0,The New Normal,5449324
2,0,2019-05-10 19:55:18,259948,2025-12-06 13:25:51,0,original,,0,Hemlock Grove,5449324
2,0,2018-10-23 18:37:17,259972,2025-12-06 13:25:51,0,original,,0,Gravity Falls,5449324
2,0,2016-07-22 00:21:14,260194,2025-12-06 13:25:51,0,original,,0,Fish 'N' Chips,5449324
2,0,2016-01-10 14:02:52,260315,2025-12-06 13:25:51,1,original,,0,Orphan Black,5449324
2,0,2021-02-22 17:31:14,261202,2025-12-06 13:25:51,0,original,,0,Dragons,5449324
2,0,2016-04-25 02:51:25,261401,2025-12-06 13:25:51,0,original,,0,The Vault,5449324
2,0,2017-06-22 00:04:59,261618,2025-12-06 13:25:51,0,original,,0,A Kind of Magic,5449324
2,0,2017-12-18 00:38:46,261802,2025-12-06 13:25:51,0,original,,0,Devious Maids,5449324
2,0,2017-01-08 11:40:21,262414,2025-12-06 13:25:51,1,original,,0,Bates Motel,5449324
2,0,2019-11-10 22:40:58,262538,2025-12-06 13:25:51,0,original,,0,Michel,5449324
2,0,2018-07-02 00:57:13,262557,2025-12-06 13:25:51,0,original,,0,Hunting Season,5449324
2,0,2019-05-10 19:55:13,262980,2025-12-06 13:25:51,0,original,,0,House of Cards (US),5449324
2,1,2016-03-30 15:52:46,264492,2025-12-06 13:25:51,1,original,,0,Under the Dome,5449324
2,0,2016-01-10 14:02:52,264586,2025-12-06 13:25:51,1,original,,0,Orange Is the New Black,5449324
2,1,2017-04-17 19:17:48,265109,2025-12-06 13:25:51,1,original,,0,Code Lyoko: Evolution,5449324
2,0,2016-08-31 11:05:16,265110,2025-12-06 13:25:51,1,original,,0,My Mad Fat Diary,5449324
2,0,2018-10-23 18:38:28,265359,2025-12-06 13:25:51,0,original,,0,EastSiders,5449324
2,1,2016-05-17 22:06:08,265766,2025-12-06 13:25:51,1,original,,0,Penny Dreadful,5449324
2,0,2018-10-26 21:48:31,266883,2025-12-06 13:25:51,0,original,,0,The Originals,5449324
2,0,2020-08-31 00:29:13,267014,2025-12-06 13:25:51,0,original,,0,Please Like Me,5449324
2,1,2021-03-07 20:23:25,267440,2025-12-06 13:25:51,1,original,,0,Attack on Titan,5449324
2,1,2017-07-19 23:12:59,267907,2025-12-06 13:25:51,1,original,,0,The Fosters (2013),5449324
2,0,2018-10-23 18:49:15,267945,2025-12-06 13:25:51,0,original,,0,Tupu,5449324
2,0,2017-12-28 19:50:59,268126,2025-12-06 13:25:51,0,original,,0,Ravenswood,5449324
2,0,2016-01-10 14:02:52,268156,2025-12-06 13:25:51,1,original,,0,Sense8,5449324
2,0,2018-10-23 18:49:03,268592,2025-12-06 13:25:51,0,original,,0,The 100,5449324
2,0,2016-07-21 16:53:59,268773,2025-12-06 13:25:51,0,original,,0,The Jungle Bunch,5449324
2,0,2019-07-18 23:08:51,268855,2025-12-06 13:25:51,0,original,,0,Turbo FAST,5449324
2,1,2018-12-25 20:18:56,269602,2025-12-06 13:25:51,1,original,,0,Reign (2013),5449324
2,0,2016-09-07 19:47:44,269642,2025-12-06 13:25:51,1,original,,0,Hostages (US),5449324
2,0,2019-02-27 14:29:23,270915,2025-12-06 13:25:51,0,original,,0,Peaky Blinders,5449324
2,0,2016-06-20 20:41:14,272069,2025-12-06 13:25:51,0,original,,0,Side Effects,5449324
2,0,2016-10-02 11:40:31,272734,2025-12-06 13:25:51,0,original,,0,The Tutorials,5449324
2,0,2018-10-23 18:48:21,273181,2025-12-06 13:25:51,0,original,,0,Better Call Saul,5449324
2,0,2016-02-24 02:31:51,273242,2025-12-06 13:25:51,0,original,,0,Andy Raconte,5449324
2,0,2017-06-03 20:18:28,273354,2025-12-06 13:25:51,0,original,,0,Connasse,5449324
2,0,2016-05-16 16:56:21,273527,2025-12-06 13:25:51,1,original,,0,Victoire Bonnot,5449324
2,0,2016-08-25 03:37:18,273616,2025-12-06 13:25:51,0,original,,0,Pokémon: Origins,5449324
2,0,2016-02-24 02:24:10,274237,2025-12-06 13:25:51,0,original,,0,Studio Bagel,5449324
2,0,2020-05-02 20:30:47,274337,2025-12-06 13:25:51,0,original,,0,Looking,5449324
2,0,2018-01-20 10:46:36,274874,2025-12-06 13:25:51,0,original,,0,Nowhere Boys,5449324
2,0,2016-09-14 21:47:24,274897,2025-12-06 13:25:51,1,original,,0,Salem,5449324
2,0,2016-05-16 07:39:36,275010,2025-12-06 13:25:51,0,original,,0,Side Effects (2013),5449324
2,1,2017-06-02 21:03:01,275274,2025-12-06 13:25:51,1,original,,0,Rick and Morty,5449324
2,0,2016-04-06 18:37:35,276312,2025-12-06 13:25:51,0,original,,0,From Dusk Till Dawn: The Series,5449324
2,0,2018-10-23 18:50:59,277165,2025-12-06 13:25:51,0,original,,0,Silicon Valley,5449324
2,1,2017-04-29 23:24:26,277169,2025-12-06 13:25:51,1,original,,0,Faking It (2014),5449324
2,0,2016-09-03 14:59:28,277455,2025-12-06 13:25:51,0,original,,0,The Wakos,5449324
2,0,2017-06-04 12:27:46,277550,2025-12-06 13:25:51,0,original,,0,,5449324
2,0,2018-07-01 10:47:51,278128,2025-12-06 13:25:51,0,original,,0,G&T,5449324
2,0,2016-07-22 00:55:48,279215,2025-12-06 13:25:51,0,original,,0,Rosie (2011),5449324
2,0,2017-07-17 20:03:44,279758,2025-12-06 13:25:51,0,original,,0,Squeezie,5449324
2,0,2021-02-11 21:23:57,279986,2025-12-06 13:25:51,0,original,,0,Terror in Resonance,5449324
2,0,2018-10-23 18:51:11,280706,2025-12-06 13:25:51,0,original,,0,Younger,5449324
2,1,2016-02-13 15:08:44,281470,2025-12-06 13:25:51,1,original,,0,iZombie,5449324
2,0,2017-06-03 20:28:23,281486,2025-12-06 13:25:51,0,original,,0,,5449324
2,0,2016-07-23 01:01:41,281535,2025-12-06 13:25:51,1,original,,0,Forever (2014),5449324
2,0,2016-01-16 15:11:04,281593,2025-12-06 13:25:51,1,original,,0,Unbreakable Kimmy Schmidt,5449324
2,0,2020-12-13 14:47:13,281618,2025-12-06 13:25:51,0,original,,0,Fresh Off the Boat,5449324
2,0,2016-04-28 15:18:52,281621,2025-12-06 13:25:51,1,original,,0,Jane the Virgin,5449324
2,0,2018-04-10 22:26:34,281622,2025-12-06 13:25:51,1,original,,0,The Last Man on Earth,5449324
2,0,2018-10-23 18:37:12,281643,2025-12-06 13:25:51,0,original,,0,Over the Garden Wall,5449324
2,0,2017-10-28 20:56:06,281662,2025-12-06 13:25:51,0,original,,0,Marvel's Daredevil,5449324
2,1,2016-07-14 22:25:11,282254,2025-12-06 13:25:51,1,original,,0,BoJack Horseman,5449324
2,1,2016-01-23 21:59:04,282562,2025-12-06 13:25:51,1,original,,0,Grace and Frankie,5449324
2,1,2016-02-01 19:34:29,282670,2025-12-06 13:25:51,1,original,,0,Narcos,5449324
2,0,2019-07-19 16:04:31,282958,2025-12-06 13:25:51,0,original,,0,Simba: The King Lion,5449324
2,1,2016-01-17 00:53:57,283317,2025-12-06 13:25:51,1,original,,0,The Returned (US),5449324
2,0,2016-06-25 22:15:56,283947,2025-12-06 13:25:51,1,original,,0,Assassination Classroom,5449324
2,0,2017-06-03 20:28:44,283973,2025-12-06 13:25:51,0,original,,0,Pokémon: The 'Bridged Series,5449324
2,0,2017-10-28 20:56:06,284190,2025-12-06 13:25:51,1,original,,0,Marvel's Jessica Jones,5449324
2,1,2016-08-22 17:49:16,286126,2025-12-06 13:25:51,1,original,,0,Lovesick,5449324
2,0,2017-11-07 21:57:08,286357,2025-12-06 13:25:51,0,original,,0,Carmilla,5449324
2,0,2017-06-29 00:54:11,286891,2025-12-06 13:25:51,0,original,,0,Making A Scene With James Franco,5449324
2,0,2018-04-11 22:21:56,287299,2025-12-06 13:25:51,0,original,,0,F is for Family,5449324
2,1,2016-03-28 15:42:40,288926,2025-12-06 13:25:51,1,original,,0,All Hail King Julien,5449324
2,1,2017-05-07 14:13:32,289108,2025-12-06 13:25:51,1,original,,0,American Crime Story,5449324
2,1,2017-04-22 21:41:58,289590,2025-12-06 13:25:51,1,original,,0,Mr. Robot,5449324
2,0,2017-05-26 21:25:29,289771,2025-12-06 13:25:51,0,original,,0,Catastrophe (2015),5449324
2,0,2018-10-20 22:18:01,289798,2025-12-06 13:25:51,0,original,,0,Banana,5449324
2,1,2016-12-05 17:12:09,290174,2025-12-06 13:25:51,1,original,,0,The Adventures of Puss in Boots,5449324
2,0,2016-02-08 20:21:03,290268,2025-12-06 13:25:52,1,original,,0,Paris (2015),5449324
2,0,2018-10-20 22:07:07,290623,2025-12-06 13:25:52,0,original,,0,Cucumber,5449324
2,0,2019-05-03 22:01:20,290736,2025-12-06 13:25:52,0,original,,0,Le Chalet,5449324
2,0,2018-10-20 22:18:10,290819,2025-12-06 13:25:52,0,original,,0,Tofu,5449324
2,0,2017-07-06 14:05:27,292745,2025-12-06 13:25:52,0,original,,0,Stitchers,5449324
2,0,2016-02-14 19:20:14,293194,2025-12-06 13:25:52,1,original,,0,Between,5449324
2,0,2016-09-26 10:55:36,293302,2025-12-06 13:25:52,1,original,,0,Scream Queens,5449324
2,0,2017-06-04 12:28:17,294373,2025-12-06 13:25:52,0,original,,0,Euh,5449324
2,0,2016-03-03 23:24:33,294417,2025-12-06 13:25:52,1,original,,0,Scream: The TV Series,5449324
2,0,2018-12-25 23:47:26,294564,2025-12-06 13:25:52,0,original,,0,The Bureau,5449324
2,1,2021-12-20 23:43:40,294729,2025-12-06 13:25:52,1,original,,0,Trollz,5449324
2,1,2018-01-20 10:46:53,295685,2025-12-06 13:25:52,1,original,,0,Lucifer,5449324
2,0,2016-02-03 15:28:59,295727,2025-12-06 13:25:52,1,original,,0,Hjørdis,5449324
2,1,2017-11-04 18:53:46,295777,2025-12-06 13:25:52,1,original,,0,Crazy Ex-Girlfriend,5449324
2,1,2016-01-17 01:48:15,295837,2025-12-06 13:25:52,1,original,,0,Shadowhunters,5449324
2,1,2016-10-16 20:02:34,296550,2025-12-06 13:25:52,1,original,,0,Glitch (2015),5449324
2,1,2016-10-10 17:39:09,296762,2025-12-06 13:25:52,1,original,,0,Westworld,5449324
2,0,2017-06-29 21:15:13,296967,2025-12-06 13:25:52,0,original,,0,Stupid Questions,5449324
2,0,2017-06-29 02:05:03,298901,2025-12-06 13:25:52,0,original,,0,Master of None,5449324
2,1,2019-07-14 20:00:55,299139,2025-12-06 13:25:52,1,original,,0,The Magicians (2015),5449324
2,0,2016-02-06 13:18:40,299260,2025-12-06 13:25:52,1,original,,0,Project Mc²,5449324
2,0,2018-03-04 19:30:11,299825,2025-12-06 13:25:52,0,original,,0,Marseille,5449324
2,0,2019-08-29 09:53:23,299856,2025-12-06 13:25:52,0,original,,0,You'll Die Less Stupid,5449324
2,0,2019-05-03 22:01:12,299857,2025-12-06 13:25:52,0,original,,0,A Very Secret Service,5449324
2,0,2018-12-22 15:04:41,300247,2025-12-06 13:25:52,1,original,,0,Call My Agent!,5449324
2,0,2022-08-22 00:14:09,300428,2025-12-06 13:25:52,0,original,,0,Merlí,5449324
2,0,2017-07-30 09:42:02,300472,2025-12-06 13:25:52,0,original,,0,Preacher,5449324
2,0,2016-02-08 20:19:35,300699,2025-12-06 13:25:52,1,original,,0,Elise's Secret,5449324
2,0,2017-10-24 14:47:45,300714,2025-12-06 13:25:52,0,original,,0,Teachers (2016),5449324
2,0,2019-05-10 19:56:44,300886,2025-12-06 13:25:52,0,original,,0,The Get Down,5449324
2,0,2017-02-04 21:26:00,301562,2025-12-06 13:25:52,1,original,,0,Chewing Gum,5449324
2,0,2017-06-29 21:09:39,302102,2025-12-06 13:25:52,0,original,,0,Le Woop,5449324
2,1,2021-03-25 19:07:18,302218,2025-12-06 13:25:52,1,original,,0,Miraculous: Tales of Ladybug & Cat Noir,5449324
2,0,2017-06-29 02:05:04,303210,2025-12-06 13:25:52,0,original,,0,Making a Murderer,5449324
2,0,2017-04-11 16:16:25,303786,2025-12-06 13:25:52,1,original,,0,Skam,5449324
2,0,2019-05-03 21:15:30,303884,2025-12-06 13:25:52,0,original,,0,Those Who Can't,5449324
2,0,2017-10-28 20:56:07,304219,2025-12-06 13:25:52,0,original,,0,Marvel's Luke Cage,5449324
2,0,2017-12-02 22:49:49,304591,2025-12-06 13:25:52,0,original,,0,Wanted (2016),5449324
2,1,2021-04-18 11:38:23,305074,2025-12-06 13:25:52,1,original,,0,My Hero Academia,5449324
2,1,2017-03-04 02:44:24,305194,2025-12-06 13:25:52,1,original,,0,Slasher,5449324
2,1,2016-10-18 21:38:37,305288,2025-12-06 13:25:52,1,original,,0,Stranger Things,5449324
2,0,2016-02-19 20:37:30,305378,2025-12-06 13:25:52,1,original,,0,Love,5449324
2,1,2018-12-25 20:18:52,305574,2025-12-06 13:25:52,1,original,,0,The Crown,5449324
2,0,2017-02-05 22:58:44,305719,2025-12-06 13:25:52,1,original,,0,Big Little Lies,5449324
2,0,2016-10-18 20:29:14,305913,2025-12-06 13:25:52,0,original,,0,Degrassi: Next Class,5449324
2,0,2016-03-14 20:07:52,306249,2025-12-06 13:25:52,0,original,,0,Flaked,5449324
2,0,2017-01-14 11:20:11,306304,2025-12-06 13:25:52,1,original,,0,A Series of Unfortunate Events,5449324
2,0,2016-02-22 12:34:37,307176,2025-12-06 13:25:52,0,original,,0,Cooked,5449324
2,0,2016-08-06 21:27:38,309006,2025-12-06 13:25:52,0,original,,0,,5449324
2,1,2017-06-29 01:34:39,309130,2025-12-06 13:25:52,1,original,,0,You Me Her,5449324
2,1,2016-05-16 07:46:05,309835,2025-12-06 13:25:52,1,original,,0,Sam (2016),5449324
2,0,2016-10-20 21:16:34,309893,2025-12-06 13:25:52,0,original,,0,Class,5449324
2,0,2020-12-03 21:26:33,309992,2025-12-06 13:25:52,0,original,,0,Dead of Summer,5449324
2,0,2016-09-25 23:53:00,311269,2025-12-06 13:25:52,0,original,,0,,5449324
2,0,2017-06-29 20:34:03,311312,2025-12-06 13:25:52,0,original,,0,,5449324
2,1,2017-09-24 12:00:09,311711,2025-12-06 13:25:52,1,original,,0,The Good Place,5449324
2,1,2016-10-07 20:56:53,311713,2025-12-06 13:25:52,1,original,,0,Timeless (2016),5449324
2,0,2016-10-22 01:17:55,311714,2025-12-06 13:25:52,0,original,,0,This Is Us,5449324
2,0,2016-10-05 20:40:56,311816,2025-12-06 13:25:52,1,original,,0,The Exorcist,5449324
2,0,2019-05-10 19:56:17,311876,2025-12-06 13:25:52,0,original,,0,Designated Survivor,5449324
2,0,2018-06-14 12:30:50,311901,2025-12-06 13:25:52,1,original,,0,Marlon,5449324
2,0,2017-05-31 08:45:40,311908,2025-12-06 13:25:52,0,original,,0,Still Star-Crossed,5449324
2,1,2017-01-31 21:10:12,311954,2025-12-06 13:25:52,1,original,,0,Riverdale,5449324
2,1,2016-10-07 20:57:08,311958,2025-12-06 13:25:52,1,original,,0,Frequency,5449324
2,0,2017-02-05 23:02:44,311987,2025-12-06 13:25:52,0,original,,0,Gilmore Girls: A Year in the Life,5449324
2,0,2017-06-04 22:16:05,312444,2025-12-06 13:25:52,0,original,,0,,5449324
2,0,2018-06-12 19:30:51,312505,2025-12-06 13:25:52,1,original,,0,Dirk Gently's Holistic Detective Agency,5449324
2,0,2019-01-03 22:21:57,312515,2025-12-06 13:25:52,1,original,,0,Beautiful Loser,5449324
2,0,2016-09-30 21:44:15,312978,2025-12-06 13:25:52,0,original,,0,,5449324
2,0,2016-10-15 19:00:37,313589,2025-12-06 13:25:52,1,original,,0,Haters Back Off,5449324
2,0,2017-05-17 15:08:54,314288,2025-12-06 13:25:52,0,original,,0,Startup Heroes,5449324
2,1,2016-10-17 20:09:22,314324,2025-12-06 13:25:52,1,original,,0,High Maintenance (2016),5449324
2,0,2017-06-04 10:46:20,314427,2025-12-06 13:25:52,0,original,,0,,5449324
2,0,2019-05-10 19:56:31,314544,2025-12-06 13:25:52,0,original,,0,Travelers (2016),5449324
2,0,2021-01-01 02:35:38,314614,2025-12-06 13:25:52,0,original,,0,Fleabag,5449324
2,0,2019-07-22 03:04:47,314821,2025-12-06 13:25:52,0,original,,0,Naked Attraction,5449324
2,0,2017-12-08 19:02:18,314884,2025-12-06 13:25:52,0,original,,0,Easy,5449324
2,0,2017-04-29 22:27:22,315250,2025-12-06 13:25:52,0,original,,0,,5449324
2,0,2018-10-23 18:39:24,315460,2025-12-06 13:25:52,0,original,,0,Eyewitness,5449324
2,0,2017-04-20 22:39:30,315991,2025-12-06 13:25:52,0,original,,0,,5449324
